Restaurant ID,Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country Name,url,featured_image,share_url
3322,Bengal Sweet Corner,New Delhi,"36, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,102,India,https://www.zomato.com/ncr/bengal-sweet-corner-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/3322/2d6f00bba9ef0e5e88f78b826c803468_featured_v2.jpg,
18249102,Chicken Vicken,New Delhi,"Shop 12, I Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1664456,28.6849156,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,19,India,https://www.zomato.com/ncr/chicken-vicken-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/18249102/548099b02945ccb0fc3147c4a1a51fcf_featured_v2.jpg,
18241609,Cup-a-licious,New Delhi,"Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1763302,28.6976846,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15,India,https://www.zomato.com/ncr/cup-a-licious-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/18241609/8d442ad91375f07f9855f2c8d61092b2_featured_v2.jpg,
8743,Frontier,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1714778,28.6931895,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10,India,https://www.zomato.com/ncr/frontier-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/2/9072/4680055aec221729af7c174884ea0ce2_featured_v2.jpg,
5294,Metro Fast Food,New Delhi,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1727344,28.6938333,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,17,India,https://www.zomato.com/ncr/metro-fast-food-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/5294/3fe7121109dedddee474e8f15353a7b7_featured_v2.jpg,
4651,Nagpal's,New Delhi,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1664456,28.6848261,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,135,India,https://www.zomato.com/ncr/nagpals-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/6/309736/1efa56d340ed28497485833c08b96c98_featured_v2.jpg,
5315,Nile Restro & Bar,New Delhi,"26, 3rd Floor, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1721967,28.6942435,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,35,India,https://www.zomato.com/ncr/nile-restro-bar-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/5315/f0b0598c928f9f149481264b0b97da34_featured_v2.jpg,
6577,Popular Chicken,New Delhi,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1730055,28.6874254,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5,India,https://www.zomato.com/ncr/popular-chicken-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/7/6577/c54ad36685b78b3d2fcb058313f2e760_featured_v2.jpg,
309395,Sardar A Pure Meat Shop,New Delhi,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,22,India,https://www.zomato.com/ncr/sardar-a-pure-meat-shop-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/5/309395/d98adc027859a265aed0409ac781afcb_featured_v2.jpg,
300784,Shankar Fast Food,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1716576,28.6929381,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,74,India,https://www.zomato.com/ncr/shankar-fast-food-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18430692,Singh's Zaika ,New Delhi,"C-9, Community Center, Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1767631,28.6812819,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4,India,https://www.zomato.com/ncr/singhs-zaika-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/18430692/48c7d2e6f3d53c26f20255cd07a61d08_featured_v2.jpg,
309503,The Mirch Masala,New Delhi,"27/4, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1731558,28.6931964,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,7,India,https://www.zomato.com/ncr/the-mirch-masala-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/309503/ccb9c578bca97ffcd1a12388e3c30a78_featured_v2.jpg,
3326,The Mirch Masala,New Delhi,"DDA Murga Market, Near Deep Cinema, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1736345,28.6873066,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,22,India,https://www.zomato.com/ncr/the-mirch-masala-1-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/6/3326/521d2ac0295c3b6ea92f756b36a5db7f_featured_v2.jpg,
309384,Uncle Cake Shop,New Delhi,"A-795, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1855851,28.6738532,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India,https://www.zomato.com/ncr/uncle-cake-shop-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/309384/5656ac61e2c1ebd97a83c135a3072424_featured_v2.jpg,
3079,Kays Bar-Be-Que,New Delhi,"16/27, Community Cetre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1731852,28.6933532,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,191,India,https://www.zomato.com/ncr/kays-bar-be-que-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/3079/b67b845d769d9d08a3f328273f7eecdd_featured_v2.jpg,
303093,Master Bakers,New Delhi,"G-32 & 33, Usha Chambers, Community Centre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1728257,28.6925128,"Bakery, Desserts, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,199,India,https://www.zomato.com/ncr/master-bakers-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/303093/3df098c95eab88fae79c7fbafdf12496_featured_v2.jpg,
309375,The Master's Fast Food Centre,New Delhi,"8, Deep Cinema Complex, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1734098,28.6930613,"Fast Food, Chinese, Bakery",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,60,India,https://www.zomato.com/ncr/the-masters-fast-food-centre-1-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/309375/119aa9d987d2364295bcf5f4745411b8_featured_v2.jpg,
18441672,6 Pack Momos,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1724219,28.6940223,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/6-pack-momos-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/18441672/1f7100ac65387eec4b9d74f29d0a0b82_featured_v2.jpg,
18446423,Al Noor Foods,New Delhi,"23, J-Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1731402,28.6870353,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,India,https://www.zomato.com/ncr/al-noor-foods-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18462588,Avon Kitchen,New Delhi,"Shop 1, Ground Floor, J Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1736822,28.6872769,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,India,https://www.zomato.com/ncr/avon-kitchen-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18462588/a30e00d5dee4782a645321d25068bf80_featured_v2.jpg,
18460330,Bhasad Cafe,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1808229,28.6720536,"Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1,India,https://www.zomato.com/ncr/bhasad-cafe-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18361739,Bikaner Kesarvala,New Delhi,"Shop 10, H Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1685277,28.687879,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,India,https://www.zomato.com/ncr/bikaner-kesarvala-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/18361739/ff872f61e792e6687420d50543c4499a_featured_v2.jpg,
312338,De Bone Chicken,New Delhi,"20, J Block, Murga Market, Near Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1730688,28.6872543,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/de-bone-chicken-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/312338/56c20b80cc65d53db3ad8ef668ee770b_featured_v2.jpg,
18057828,Indian Fresh Meat Shop,New Delhi,"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1728262,28.687261,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/indian-fresh-meat-shop-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18057828/0b4532da908d27bb02862e6f6dc9e0cc_featured_v2.jpg,
18361700,JD's Food Court,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1808229,28.6720536,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3,India,https://www.zomato.com/ncr/jds-food-court-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18361700/d4372eb22013327ac597b303f84df630_featured_v2.jpg,
18383541,Keventers,New Delhi,"Shop  5/6, Building 26, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1722866,28.6942521,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,India,https://www.zomato.com/ncr/keventers-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/4/311634/dc563dd9ef94e1deb8c29ab4864c767b_featured_v2.jpg,
18248970,Malhotra Bakery,New Delhi,"Shop 136, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.18563,28.6738127,"Bakery, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/malhotra-bakery-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18395538,Matthi Wala,New Delhi,"B-1138, Main Market, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.18,28.67,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/matthi-wala-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18446396,Nirula's Ice Cream,New Delhi,"Shop 26, Central Market, Deep Complex, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.172323,28.694039,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/nirulas-ice-cream-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/0/5300/c1494e5700e4a2a5b0ba491d33fbe8c2_featured_v2.jpg,
313193,Punjabi Chaap Corner,New Delhi,"A-49, Subhtra Colony, Near Shastri Nagar Metro Station, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1809128,28.6703604,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1,India,https://www.zomato.com/ncr/punjabi-chaap-corner-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/4/308054/1d99aefbedcaf8201cd5ef5bfd2eccd9_featured_v2.jpg,
18457050,Puran Dhaba,New Delhi,"Shop J-11/11, Sanjay Market, Opposite Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1724663,28.6802986,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/puran-dhaba-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18457050/ad4351eeadc442fac01f1389907e8466_featured_v2.jpg,
18375413,Rama Desi Ghee Meat Wala,New Delhi,"IA, Block 10 C, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,0,0,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,India,https://www.zomato.com/ncr/rama-desi-ghee-meat-wala-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18458325,VadaPav 'n' Frankie,New Delhi,"Opposite Murga Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1732301,28.6873126,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,India,https://www.zomato.com/ncr/vadapav-n-frankie-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/5/18458325/32b33b94e34442806fa216b0c369fc3e_featured_v2.jpg,
5296,Chhabra Sweets,New Delhi,"26, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,77.1723764,28.6939921,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,15,India,https://www.zomato.com/ncr/chhabra-sweets-ashok-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/6/5296/1070f6640bc9204a8b2fbadd43e48bd4_featured_v2.jpg,
310802,Kanwarji's,New Delhi,"B4-33A, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1787198,28.6945328,"Street Food, Chinese, North Indian, Mithai",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,29,India,https://www.zomato.com/ncr/kanwarjis-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/4/6704/d00052f83c687e04140dd90eafd5b077_featured_v2.jpg,
310777,Pizza Hut,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1780375,28.6929229,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average,35,India,https://www.zomato.com/ncr/pizza-hut-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/7/310777/7bd0013d206ce2c8c225d291bb6dbee9_featured_v2.jpg,
309,Sagar Ratna,New Delhi,"B-2/1, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1779476,28.693362,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,278,India,https://www.zomato.com/ncr/sagar-ratna-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/5/305/ac7a6fc499d25fe45946885f2c4d2e9a_featured_v2.jpg,
18390678,Smelling Salts,New Delhi,"C-2/13, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1715677,28.6951682,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,53,India,https://www.zomato.com/ncr/smelling-salts-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18390678/8fe512976bcd8a19e1a43c960432c1c1_featured_v2.jpg,
3329,Wah Ji Wah,New Delhi,"9, Community Centre, Near Satyawati College, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1795361,28.6960643,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,142,India,https://www.zomato.com/ncr/wah-ji-wah-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/0/3090/e35ed82620504a620d4a1d03fbe7d9dc_featured_v2.jpg,
18216896,Wheelyz,New Delhi,"B4/57A, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1782172,28.693567,"North Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,41,India,https://www.zomato.com/ncr/wheelyz-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/6/18216896/ec1c272f51f389f6a0834cfcf837b235_featured_v2.jpg,
307767,Bell Pepperz,New Delhi,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1795201,28.6965128,"Chinese, Italian, North Indian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,492,India,https://www.zomato.com/ncr/bell-pepperz-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/7/307767/67f37055a76282396fa9b7de2dbf5c84_featured_v2.jpg,
3332,Bharat Sweets,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1780375,28.6929229,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,28,India,https://www.zomato.com/ncr/bharat-sweets-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/2/3332/ec8ef0d21719f2ed52923b21b21f7367_featured_v2.jpg,
980,Invitation,New Delhi,"3, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1794454,28.6961234,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,457,India,https://www.zomato.com/ncr/invitation-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/980/ab670006548433cca9b2e3046b068a4d_featured_v2.jpg,
18232098,Mystique Melange,New Delhi,"C-3/8, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1702198,28.6963822,"North Indian, Mughlai, Chinese, Continental",1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,173,India,https://www.zomato.com/ncr/mystique-melange-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/8/18232098/45016ac13a4c988c63305fea76472d47_featured_v2.jpg,
6574,Pandit Ji Paranthe Wale,New Delhi,"Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1799506,28.6965655,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,131,India,https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/4/6574/66d3810539d1fb9167b0f99d1fddfeb0_featured_v2.jpg,
2379,Raju Chat Palace,New Delhi,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1855035,28.680204,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,123,India,https://www.zomato.com/ncr/raju-chat-palace-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/9/2379/c4c576ae40f134a4dae3c3a2f0ae2713_featured_v2.jpg,
309390,Seasonings - The Spice Mysteries,New Delhi,"B-1/6, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1793165,28.6950531,"North Indian, Mughlai, Chinese, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,274,India,https://www.zomato.com/SeasoningsTSM?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/309390/138a7473a248f5c540f86fe9e1eacfab_featured_v2.jpg,
300809,SGF - Spice Grill Flame,New Delhi,"9, Community Centre 2, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,77.1794162,28.6961906,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,87,India,https://www.zomato.com/ncr/sgf-spice-grill-flame-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/9/300809/ff559d25caf5b7e320fbb87c7b3d4dce_featured_v2.jpg,
1192,Apni Rasoi,New Delhi,"1, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.177678,28.6923511,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,78,India,https://www.zomato.com/ncr/apni-rasoi-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/8/1028/82a7fbefb51ef8b8a16c3c4b7be3d8c5_featured_v2.jpg,
310803,Bablu Kabab Shop,New Delhi,"Shop 42, DDA Market, Near Taxi Stand, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.1781273,28.6919464,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10,India,https://www.zomato.com/ncr/bablu-kabab-shop-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/3/310803/27b01263c65dd9617f1c316c71e641e4_featured_v2.jpg,
18250797,Cake o' Cuisine,New Delhi,"A-1/9, Satyawati Colony, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.1778577,28.691831,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,26,India,https://www.zomato.com/ncr/cake-o-cuisine-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/7/18250797/83b819a4f7045b861283c2fa5ce523ef_featured_v2.jpg,
198,Domino's Pizza,New Delhi,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.1778168,28.6924171,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,101,India,https://www.zomato.com/ncr/dominos-pizza-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/chains/3/143/dde3fc9c17042d704203be9ede5a8685_featured_v2.jpg,
18449782,Hunger Flames,New Delhi,"15, DDA Market 3, Satyawati Nagar, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.1835542,28.6872232,"Pizza, Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,17,India,https://www.zomato.com/ncr/hunger-flames-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,
18057820,Puran Chand Ambala Wale Di Hatti,New Delhi,"Shop 8, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,77.1780375,28.6924751,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,34,India,https://www.zomato.com/ncr/puran-chand-ambala-wale-di-hatti-ashok-vihar-phase-3-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/pictures/0/18057820/9f81c257abf9284ae3b00e95ebe54e47_featured_v2.jpg,
